,turns,winner,increment_code,white_rating,black_rating,opening_name
1592,62,black,15+0,1094,1047,Italian Game
1593,29,black,10+0,1109,1227,French Defense
1594,55,white,15+5,1709,1117,French Defense
1595,39,white,10+0,1732,1085,French Defense
1596,49,white,8+5,2022,1085,Queen's Pawn
1597,9,white,10+25,1319,1096,Van't Kruijs Opening
1598,94,black,15+3,1092,1247,King's Pawn Game
1599,11,black,5+5,1121,1105,King's Pawn Game
1600,70,black,10+0,1121,1501,King's Pawn Game
1601,27,white,15+0,1778,1126,French Defense
1602,50,draw,15+0,1186,1126,Van't Kruijs Opening
1603,73,white,10+0,1476,1131,French Defense
1604,21,white,10+5,1884,1131,French Defense
1605,77,white,15+0,2269,2347,French Defense
1606,48,black,8+3,2193,2181,English Opening: King's English Variation
1607,46,black,10+3,1657,1638,Sicilian Defense
1608,76,black,10+3,1696,1629,Queen's Pawn
1609,126,black,10+3,1669,1792,Modern Defense
1610,66,black,10+3,1714,1676,Scandinavian Defense: Mieses-Kotroc Variation
1611,46,black,10+3,1472,1691,Queen's Pawn
1612,134,black,10+3,1787,1533,Scandinavian Defense: Mieses-Kotroc Variation
1613,88,black,10+3,1840,1606,Queen's Pawn
1614,45,black,10+3,1589,1444,Pirc Defense #4
1615,150,black,10+0,2513,2383,Pirc Defense #4
1616,107,white,10+0,1817,1798,Four Knights Game: Italian Variation
1617,154,black,30+0,1645,1737,Sicilian Defense
1618,48,black,15+4,1641,1726,Sicilian Defense
1619,16,white,15+8,1592,1500,French Defense
1620,42,black,20+0,1500,1810,Ruy Lopez: Steinitz Defense
1621,21,white,30+5,1257,1042,Scandinavian Defense
1622,23,white,5+8,1214,994,Scandinavian Defense: Mieses-Kotroc Variation
1623,55,white,6+20,1748,996,Queen's Gambit Declined
1624,63,white,10+0,1127,1193,Scandinavian Defense
1625,91,white,15+0,1386,1352,King's Pawn Game
1626,91,white,10+0,2095,1991,English Opening: King's English Variation
1627,125,white,10+0,2088,1974,English Opening: King's English Variation
1628,118,black,10+0,1453,1380,Three Knights Opening
1629,49,white,10+0,1446,1317,Four Knights Game: Italian Variation
1630,64,black,10+0,1459,1392,Philidor Defense
1631,19,white,5+5,1500,1161,English Opening: King's English Variation
1632,43,white,20+60,1500,1710,English Opening: King's English Variation
1633,64,black,30+30,1557,1500,Sicilian Defense
1634,80,white,30+30,1500,1679,English Opening: King's English Variation
1635,70,white,30+30,1500,2003,English Opening: King's English Variation
1636,47,white,30+30,1500,1758,English Opening: King's English Variation
1637,156,draw,5+5,1813,1834,French Defense
1638,64,black,8+0,1819,1891,Owen Defense
1639,55,white,10+0,1912,1827,Sicilian Defense
1640,38,white,10+0,1253,1236,Caro-Kann Defense
1641,60,black,10+0,1234,1235,Caro-Kann Defense
1642,137,white,10+0,1277,1255,Scotch Game
1643,58,black,10+0,1275,1286,Scandinavian Defense
1644,22,black,10+0,1298,1244,Scandinavian Defense
1645,67,white,10+0,1231,1311,Caro-Kann Defense
1646,60,black,10+0,1291,1301,Caro-Kann Defense
1647,58,white,10+0,1330,1320,Scotch Game
1648,28,black,10+0,1318,1318,Scandinavian Defense
1649,89,white,10+0,1378,1326,Queen's Gambit Refused: Marshall Defense
1650,37,white,10+0,1325,1262,Sicilian Defense
1651,45,white,10+0,1288,1254,Scandinavian Defense
1652,96,black,10+0,1346,1276,Caro-Kann Defense
1653,37,white,0+15,2013,1773,Sicilian Defense
1654,46,black,14+0,1836,1741,Scotch Game
1655,23,white,10+4,1754,2131,French Defense
1656,51,white,10+0,1709,1703,Hungarian Opening
1657,23,white,180+0,1618,1136,Sicilian Defense
1658,61,white,5+8,1379,1746,Bishop's Opening
1659,10,white,20+0,1657,1033,Queen's Pawn
1660,23,white,15+15,1331,1025,King's Pawn Game
1661,41,white,15+0,1470,1039,King's Pawn Game
1662,6,draw,5+10,1414,983,King's Pawn Game
1663,35,white,15+0,1256,937,Queen's Pawn
1664,87,white,8+8,1418,1264,Queen's Pawn
1665,63,white,10+6,1621,1268,French Defense
1666,157,white,5+5,1546,1282,King's Pawn Game
1667,35,white,6+10,1259,1472,Four Knights Game: Italian Variation
1668,113,white,8+8,1573,1271,King's Pawn Game
1669,9,white,8+8,1569,1276,King's Pawn Game
1670,30,black,5+8,1298,1800,Four Knights Game: Italian Variation
1671,39,white,5+8,1861,1299,Queen's Pawn
1672,89,white,10+0,1268,1316,Giuoco Piano
1673,18,white,8+10,1325,1500,Van't Kruijs Opening
1674,3,black,15+0,1500,1866,Sicilian Defense
1675,38,black,15+0,1866,1466,Philidor Defense
1676,13,white,20+0,1866,1438,Italian Game
1677,33,white,20+0,1500,1866,Queen's Pawn
1678,28,black,15+0,1500,1866,Sicilian Defense
1679,86,black,20+0,1817,1866,Sicilian Defense
1680,17,white,10+0,1925,1457,Queen's Pawn
1681,40,black,10+0,1457,1925,Pirc Defense #4
1682,17,draw,30+0,2160,1925,Philidor Defense
1683,127,draw,30+0,1986,1925,Italian Game
1684,78,black,10+0,1777,1925,Scandinavian Defense: Mieses-Kotroc Variation
1685,48,black,10+0,1932,2075,Queen's Pawn
1686,24,black,10+0,1319,1932,Queen's Pawn
1687,68,black,10+0,1941,2034,Queen's Pawn
1688,43,white,10+0,1967,1411,Queen's Pawn
1689,150,black,10+0,1972,1959,Indian Game
1690,20,black,10+0,1970,1959,Philidor Defense
1691,26,black,10+0,1955,1946,Philidor Defense
1692,87,white,10+0,1929,2046,Caro-Kann Defense
1693,21,white,10+0,1834,1930,Philidor Defense
1694,57,white,10+0,1846,1947,Philidor Defense
1695,105,draw,10+0,1938,1980,Queen's Pawn
1696,85,white,10+0,1919,1994,Queen's Pawn
1697,97,draw,10+0,1996,1916,Italian Game
1698,62,black,10+0,1928,1988,Indian Game
1699,36,black,10+0,1023,1821,Philidor Defense
1700,28,black,10+0,1030,1501,Scandinavian Defense
1701,63,black,11+11,1043,1701,Owen Defense
1702,22,black,15+0,1049,1539,Sicilian Defense
1703,9,white,15+0,1570,1750,Queen's Pawn
1704,27,white,10+0,1661,1666,Italian Game
1705,131,white,6+5,1575,1527,Four Knights Game: Italian Variation
1706,30,white,6+5,1512,1254,French Defense
1707,42,black,6+5,1626,1353,Queen's Pawn
1708,39,black,10+10,1873,1884,Owen Defense
1709,81,white,10+0,1873,1525,Scandinavian Defense: Mieses-Kotroc Variation
1710,140,draw,10+0,1542,1537,Sicilian Defense
1711,39,white,10+0,1518,1410,Four Knights Game: Italian Variation
1712,48,black,10+0,1626,1503,Sicilian Defense
1713,96,black,10+0,1519,1547,Italian Game
1714,112,black,10+0,1521,1892,Queen's Pawn
1715,71,white,10+0,1502,1635,Queen's Pawn
1716,94,black,10+0,1351,1498,Sicilian Defense
1717,35,white,10+0,1504,1509,Sicilian Defense
1718,147,white,10+0,1651,1550,Sicilian Defense
1719,35,white,10+0,1651,1740,French Defense
1720,24,white,180+180,1681,1388,Sicilian Defense
1721,47,white,15+5,1636,1364,Scandinavian Defense: Mieses-Kotroc Variation
1722,15,white,10+0,1417,1213,Scotch Game
1723,98,black,10+0,1013,1206,Bishop's Opening
1724,43,white,10+0,1194,1356,Queen's Pawn
1725,63,white,10+0,1171,1408,King's Pawn Game
1726,9,white,10+0,1455,1177,Italian Game
1727,99,black,10+0,1295,1153,King's Pawn Game
1728,65,white,15+0,1307,1518,Sicilian Defense
1729,38,black,15+0,1574,1260,Van't Kruijs Opening
1730,38,black,15+0,1267,1552,Sicilian Defense
1731,60,black,15+0,1279,1629,Queen's Gambit Declined
1732,48,black,15+0,1285,1623,Four Knights Game: Italian Variation
1733,136,black,15+0,1271,1549,Four Knights Game: Italian Variation
1734,30,black,10+0,1217,1219,Horwitz Defense
1735,34,black,10+0,1231,1205,Queen's Gambit Declined
1736,49,white,10+0,1169,1276,French Defense
1737,37,white,10+0,1385,1291,French Defense
1738,31,white,10+0,1366,1308,French Defense
1739,72,black,10+0,1303,1354,King's Pawn Game
1740,85,white,10+0,1344,1313,French Defense
1741,64,white,15+8,1819,1128,Italian Game
1742,20,white,15+11,1242,1176,Four Knights Game: Italian Variation
1743,20,black,10+8,1156,1297,Philidor Defense
1744,11,white,10+0,1329,1166,King's Pawn Game
1745,63,white,15+0,1445,1172,Scotch Game
1746,129,white,15+0,1381,1163,King's Pawn Game
1747,33,black,12+0,1171,1648,Four Knights Game: Italian Variation
1748,22,black,20+7,1171,1500,French Defense
1749,60,black,10+3,1172,1760,Scotch Game
1750,62,black,15+0,1190,1337,Philidor Defense
1751,40,black,20+5,1158,1521,Giuoco Piano
1752,107,black,5+8,1162,1606,Philidor Defense
1753,41,white,10+3,1561,1166,Scotch Game
1754,37,white,8+3,1939,1167,King's Pawn Game
1755,23,white,40+10,1510,1171,Queen's Gambit Refused: Marshall Defense
1756,51,white,10+0,1573,1179,Italian Game
1757,47,black,10+0,1184,1500,Van't Kruijs Opening
1758,40,black,10+0,1420,1964,Giuoco Piano
1759,146,black,10+0,1987,1900,Scotch Game
1760,45,white,10+0,1983,1764,Sicilian Defense
1761,29,white,10+3,1955,1454,French Defense
1762,20,white,10+0,1971,1184,Sicilian Defense
1763,39,white,10+0,1971,1317,Scandinavian Defense: Mieses-Kotroc Variation
1764,57,white,10+0,1972,1643,Italian Game
1765,48,black,10+0,1872,1973,Scotch Game
1766,29,white,10+0,2007,2005,Owen Defense
1767,33,white,15+15,1754,1500,Scandinavian Defense
1768,63,white,5+8,1433,1508,Queen's Pawn
1769,53,white,10+0,1750,1775,Hungarian Opening
1770,29,white,10+0,1765,1761,Scotch Game
1771,150,draw,15+3,1694,1709,Caro-Kann Defense
1772,52,black,15+3,1716,1684,Queen's Pawn
1773,107,white,15+3,1695,1708,Caro-Kann Defense
1774,2,draw,180+0,1646,1696,Indian Game
1775,33,draw,5+10,1696,1500,Queen's Pawn
1776,84,black,5+8,1830,1694,Caro-Kann Defense
1777,67,white,15+5,1679,1834,Italian Game
1778,87,white,10+0,1536,1459,Sicilian Defense
1779,74,black,10+0,1455,1442,Sicilian Defense
1780,54,white,10+0,1858,1450,French Defense
1781,24,black,10+0,1457,1510,Queen's Pawn
1782,68,black,10+0,1363,1448,Sicilian Defense
1783,33,white,10+0,1429,1377,Queen's Pawn
1784,68,white,10+0,1555,1447,Sicilian Defense
1785,46,white,10+0,1478,1458,Indian Game
1786,84,black,10+0,1408,1448,Van't Kruijs Opening
1787,40,white,10+0,1540,1446,Sicilian Defense
1788,42,black,10+0,1438,1698,Giuoco Piano
1789,39,white,10+0,2076,1450,Caro-Kann Defense
1790,52,black,10+0,1423,1533,Queen's Pawn
1791,41,white,10+0,1460,1153,Hungarian Opening
1792,33,white,30+0,1672,1203,Queen's Pawn
1793,37,white,14+14,1689,1500,Queen's Pawn
1794,115,white,10+0,1349,1306,Philidor Defense
1795,35,white,10+30,1500,1349,Queen's Gambit Accepted: Old Variation
1796,88,black,10+3,1404,1326,Ruy Lopez: Steinitz Defense
1797,77,white,10+0,1127,1108,Horwitz Defense
1798,34,black,10+0,1172,1162,Italian Game
1799,29,white,10+0,1264,1289,King's Pawn Game
1800,10,black,20+0,1575,1640,Bishop's Opening
1801,74,draw,20+0,1558,1657,Queen's Gambit Accepted: Old Variation
1802,20,black,6+8,1678,1675,Ruy Lopez: Steinitz Defense
1803,4,black,6+8,1645,1679,Sicilian Defense
1804,64,black,10+0,2135,2118,French Defense
1805,81,white,10+0,2110,2095,French Defense
1806,137,white,8+2,2262,2104,Horwitz Defense
1807,43,white,8+2,2081,2243,Pirc Defense #4
1808,63,white,20+0,2062,2140,French Defense
1809,54,black,10+15,1928,2051,French Defense
1810,33,white,8+0,2105,2145,French Defense
1811,43,white,6+5,2343,2259,Horwitz Defense
1812,15,white,6+8,1620,1651,Four Knights Game: Italian Variation
1813,45,white,6+8,1618,1630,Three Knights Opening
1814,4,black,10+0,1650,1895,Van't Kruijs Opening
1815,38,black,30+0,1221,1783,Van't Kruijs Opening
1816,45,white,5+10,1706,1208,Queen's Pawn
1817,6,black,10+0,1500,2113,Sicilian Defense
1818,65,white,5+10,2489,1500,Queen's Gambit Refused: Marshall Defense
1819,20,black,18+0,1252,1498,Sicilian Defense
1820,47,white,18+0,1250,1475,Philidor Defense
1821,109,white,15+30,1227,1191,Four Knights Game: Italian Variation
1822,57,white,10+0,1210,1100,Scandinavian Defense: Mieses-Kotroc Variation
1823,83,white,10+0,1034,1144,Sicilian Defense
1824,32,draw,7+6,1154,1148,Bishop's Opening
1825,108,black,10+9,1172,1137,Owen Defense
1826,120,black,90+30,1184,1223,Sicilian Defense
1827,85,white,90+30,1172,1329,Four Knights Game: Italian Variation
1828,57,black,20+0,1424,1500,Italian Game
1829,83,white,20+0,1424,1087,Scandinavian Defense: Mieses-Kotroc Variation
1830,77,white,20+0,1424,1500,Philidor Defense
1831,25,white,10+0,1500,1424,Three Knights Opening
1832,116,draw,10+0,1424,1158,Bishop's Opening
1833,53,white,10+0,1662,1424,Queen's Pawn
1834,39,white,10+0,1500,1424,Queen's Pawn
1835,69,white,10+0,1666,1424,Queen's Pawn
1836,23,white,15+15,1414,1500,Owen Defense
1837,78,black,10+0,1453,1414,Queen's Pawn
1838,104,black,15+5,1477,1414,King's Pawn Game
1839,21,white,10+0,1500,1414,Four Knights Game: Italian Variation
1840,28,black,10+0,1414,1591,French Defense
1841,119,white,10+0,1787,1414,Three Knights Opening
1842,16,black,15+0,1570,1414,Queen's Gambit Declined
1843,42,black,10+0,1500,2026,Queen's Gambit Declined
1844,111,white,9+2,2045,1768,Ruy Lopez: Steinitz Defense
1845,64,white,5+5,2045,1500,Ruy Lopez: Steinitz Defense
1846,116,black,15+0,2045,1500,Philidor Defense
1847,66,black,10+0,2045,2062,French Defense
1848,19,white,10+0,2045,1435,French Defense
1849,77,white,5+5,1500,1270,Scandinavian Defense: Mieses-Kotroc Variation
1850,34,black,10+5,1500,1270,Scandinavian Defense
1851,27,white,5+8,1500,1270,Scandinavian Defense: Mieses-Kotroc Variation
1852,29,white,10+0,1270,1523,Sicilian Defense
1853,41,white,5+6,1399,1270,Scandinavian Defense
1854,24,black,5+8,1278,1568,Scandinavian Defense: Mieses-Kotroc Variation
1855,87,white,5+8,1390,1286,Scandinavian Defense
1856,48,black,5+8,1305,1462,King's Pawn Game
1857,36,black,3+15,1305,1396,Queen's Pawn
1858,112,black,5+8,1483,1287,Scandinavian Defense: Mieses-Kotroc Variation
1859,76,black,5+8,1500,1272,Queen's Pawn
1860,55,white,180+0,1808,1191,Van't Kruijs Opening
1861,65,white,180+0,1808,1191,Van't Kruijs Opening
1862,144,black,180+0,1808,1191,Scandinavian Defense
1863,51,white,10+0,1808,1500,Scotch Game
1864,36,black,10+0,1500,1808,Van't Kruijs Opening
1865,28,white,15+0,1808,1500,Italian Game
1866,72,black,10+0,1191,1808,Van't Kruijs Opening
1867,59,white,15+0,1500,1808,French Defense
1868,45,white,15+0,1782,1417,Italian Game
1869,34,black,15+0,1500,1758,Sicilian Defense
1870,42,black,15+0,1805,1680,French Defense
1871,55,white,15+0,1641,1959,Scandinavian Defense: Mieses-Kotroc Variation
1872,43,white,15+0,1586,1654,French Defense
1873,38,black,15+0,1457,1567,Sicilian Defense
1874,60,black,15+0,1567,1500,Sicilian Defense
1875,37,white,20+0,1645,1567,Philidor Defense
1876,10,black,10+3,1406,1655,Queen's Pawn
1877,27,white,10+5,1405,1227,Queen's Pawn
1878,40,white,10+5,1652,1229,Scandinavian Defense: Mieses-Kotroc Variation
1879,71,white,10+5,1222,1240,Caro-Kann Defense
1880,101,white,10+5,1183,1413,Philidor Defense
1881,2,black,10+5,1392,1183,Queen's Pawn
1882,68,black,20+0,1500,1160,Owen Defense
1883,49,white,10+0,1427,1165,Sicilian Defense
1884,93,white,15+10,1359,1177,Scandinavian Defense
1885,23,black,10+5,1286,1160,Scandinavian Defense
1886,104,draw,10+5,1160,1164,Scandinavian Defense
1887,77,white,10+5,1451,1144,Modern Defense
1888,36,white,10+5,1443,1152,Caro-Kann Defense
1889,15,white,10+5,1328,1163,Queen's Pawn
1890,58,black,10+3,1154,1240,Caro-Kann Defense
1891,28,white,10+3,1441,1158,Owen Defense
1892,23,white,8+5,1342,1163,Modern Defense
1893,53,white,8+5,1397,1183,Modern Defense
1894,32,black,8+5,1214,1448,Van't Kruijs Opening
1895,95,white,8+5,1443,1219,Modern Defense
1896,93,white,15+0,2119,2076,Sicilian Defense
1897,36,draw,15+0,1908,2076,Sicilian Defense
1898,84,black,15+0,2106,2031,Queen's Pawn
1899,40,black,30+5,1904,2020,Sicilian Defense
1900,74,black,10+0,1687,1557,Italian Game
1901,51,white,10+0,1684,1394,Italian Game
1902,53,black,10+0,1680,1799,Sicilian Defense
1903,113,white,10+0,1748,1689,Sicilian Defense
1904,57,black,10+0,1700,1684,Four Knights Game: Italian Variation
1905,65,white,10+0,1699,1812,French Defense
1906,10,black,10+0,1651,1690,Sicilian Defense
1907,49,white,10+0,1680,1661,Scandinavian Defense: Mieses-Kotroc Variation
1908,46,black,10+0,1573,1678,Sicilian Defense
1909,64,black,10+0,1699,1706,Italian Game
1910,36,black,10+0,1598,1703,Sicilian Defense
1911,113,white,10+0,1661,1653,Giuoco Piano
1912,53,white,10+0,1640,1881,Queen's Gambit Declined
1913,27,white,8+0,1328,1500,Three Knights Opening
1914,46,black,10+0,1331,2043,French Defense
1915,60,black,10+0,1331,2209,Modern Defense
1916,67,white,10+0,1709,1334,Sicilian Defense
1917,50,white,15+0,1309,1347,Queen's Pawn
1918,24,black,10+0,1365,1751,Ruy Lopez: Steinitz Defense
1919,8,black,10+0,1348,1756,Italian Game
1920,38,black,10+15,1361,1430,Italian Game
1921,45,white,10+15,1349,1346,Caro-Kann Defense
1922,64,black,12+9,1117,1312,Van't Kruijs Opening
1923,19,white,30+0,1584,1500,Three Knights Opening
1924,94,black,10+2,1538,1564,French Defense
1925,112,black,10+0,1574,1678,Philidor Defense
1926,41,black,15+15,1564,1761,Four Knights Game: Italian Variation
1927,66,black,10+0,1606,1637,Scotch Game
1928,106,black,8+0,1451,1585,Queen's Pawn
1929,78,black,10+0,1593,1654,Giuoco Piano
1930,64,black,15+0,1576,1719,Sicilian Defense
1931,94,black,10+0,1857,1852,French Defense
1932,94,black,15+5,1868,1675,French Defense
1933,42,black,10+0,1319,2296,King's Pawn Game
1934,35,white,10+0,2296,1319,Bishop's Opening
1935,48,black,10+0,1319,2294,Queen's Pawn
1936,32,black,10+0,1319,2294,Indian Game
1937,19,white,10+0,2294,1319,Scotch Game
1938,41,white,15+0,1357,1016,Queen's Pawn
1939,8,white,20+0,1371,1016,Indian Game
1940,54,black,5+8,1016,1766,Queen's Pawn
1941,46,black,30+9,1016,1119,Queen's Pawn
1942,48,black,15+0,1222,1400,Scandinavian Defense
1943,41,white,20+5,1361,1293,Philidor Defense
1944,26,black,5+8,1309,1770,French Defense
1945,71,black,5+5,1415,1472,French Defense
1946,25,black,30+0,1543,1517,Four Knights Game: Italian Variation
1947,57,white,30+0,1517,1420,Queen's Gambit Declined
1948,39,white,20+0,1547,1530,Queen's Pawn
1949,78,black,20+0,1530,1516,Owen Defense
1950,45,white,20+0,1530,1503,Queen's Gambit Declined
1951,60,black,15+0,1543,1518,Van't Kruijs Opening
1952,53,white,20+0,1436,1518,Sicilian Defense
1953,30,black,20+0,1518,1593,Modern Defense
1954,70,black,10+0,1669,1502,Queen's Gambit Refused: Marshall Defense
1955,53,white,10+0,1487,1685,Caro-Kann Defense
1956,136,black,10+0,1401,1618,Van't Kruijs Opening
1957,74,black,10+0,1632,1533,Three Knights Opening
1958,95,white,10+0,1647,1531,Three Knights Opening
1959,108,black,10+0,1539,1632,Philidor Defense
1960,55,white,10+0,1594,1608,Queen's Gambit Declined
1961,100,black,10+0,1589,1928,Sicilian Defense
1962,10,black,10+0,1248,1568,Queen's Pawn
1963,59,white,10+0,1564,1318,Scandinavian Defense: Mieses-Kotroc Variation
1964,92,black,10+0,1582,1590,Philidor Defense
1965,210,black,10+0,1600,1571,Philidor Defense
1966,120,black,10+0,1584,1543,Philidor Defense
1967,63,draw,20+0,1546,1522,Philidor Defense
1968,71,white,10+0,1575,1566,Sicilian Defense
1969,116,black,20+0,1562,1554,Philidor Defense
1970,2,white,30+20,2430,1566,Caro-Kann Defense
1971,72,black,10+0,1538,1556,Hungarian Opening
1972,82,black,30+10,2181,2153,Sicilian Defense
1973,89,white,30+10,2098,1897,Queen's Pawn
1974,132,draw,15+5,2109,1913,Horwitz Defense
1975,77,white,20+5,2175,2231,Indian Game
1976,82,black,10+0,2250,2091,Queen's Gambit Declined
1977,48,black,15+0,1568,1987,Queen's Pawn
1978,31,black,10+0,1987,1500,Sicilian Defense
1979,56,white,15+20,1519,1987,Queen's Pawn
1980,54,white,10+0,1559,1987,Queen's Pawn
1981,29,white,10+0,1707,1858,Three Knights Opening
1982,124,black,8+0,1404,1637,King's Pawn Game
1983,30,white,10+0,1404,1312,King's Pawn Game
1984,22,black,10+0,1312,1404,Scotch Game
1985,43,white,10+0,1643,1355,Sicilian Defense
1986,21,white,10+0,1368,1512,Italian Game
1987,119,draw,10+10,1852,1836,Sicilian Defense
1988,41,black,10+5,1847,1835,Horwitz Defense
1989,77,white,15+15,1838,1798,Queen's Pawn
1990,45,white,6+8,1793,1768,Queen's Pawn
1991,57,white,15+0,1751,1805,Sicilian Defense
1992,66,black,8+8,1814,1878,Indian Game
1993,86,black,10+0,1853,1778,Horwitz Defense
1994,107,white,10+0,1874,1863,Queen's Pawn
1995,36,black,10+0,1575,1869,Sicilian Defense
1996,117,white,10+0,1839,1743,Indian Game
1997,84,black,10+0,1857,1565,Horwitz Defense
1998,63,black,10+0,1868,1874,Queen's Pawn
1999,96,black,10+0,1879,1844,Queen's Pawn
2000,71,white,10+0,1609,1880,Sicilian Defense
2001,60,black,10+0,1893,1830,Horwitz Defense
2002,63,white,10+0,1962,1901,Sicilian Defense
2003,40,white,15+15,1708,1918,Sicilian Defense
2004,47,white,10+0,1907,1906,Indian Game
2005,50,draw,10+0,1979,1905,Queen's Pawn
2006,40,black,10+0,1916,1907,Indian Game
2007,53,white,10+0,1904,1938,Modern Defense
2008,41,white,10+0,1964,1913,Sicilian Defense
2009,131,white,10+0,1904,1862,Queen's Pawn
2010,48,black,10+0,1908,1832,Queen's Pawn
2011,31,white,10+0,1881,1857,Horwitz Defense
2012,61,white,10+0,1862,1825,Horwitz Defense
2013,34,black,10+0,1874,1837,Queen's Pawn
2014,31,white,15+5,1739,1319,Caro-Kann Defense
2015,4,white,25+0,1589,1739,Sicilian Defense
2016,57,white,15+5,1739,1500,Owen Defense
2017,79,black,10+2,1342,1449,Philidor Defense
2018,31,white,10+2,1605,1342,Sicilian Defense
2019,49,white,10+5,1629,1047,Queen's Gambit Declined
2020,105,white,10+0,1617,1575,Queen's Gambit Refused: Marshall Defense
2021,73,white,15+0,1500,1453,Sicilian Defense
2022,90,black,15+0,1133,1461,Sicilian Defense
2023,70,black,15+0,1303,1471,Sicilian Defense
2024,40,white,8+0,1385,1470,Sicilian Defense
2025,43,white,10+0,1343,1470,Indian Game
2026,36,black,11+4,1524,1414,Queen's Pawn
2027,60,black,10+9,1525,1574,Queen's Pawn
2028,23,white,5+8,1533,1525,Horwitz Defense
2029,78,black,5+8,1525,1533,Queen's Pawn
2030,33,white,8+0,1500,1547,Pirc Defense #4
2031,57,white,5+5,1553,1485,Philidor Defense
2032,50,black,8+0,1500,1553,Caro-Kann Defense
2033,77,white,10+10,1514,1571,Caro-Kann Defense
2034,59,white,5+8,1610,1571,Caro-Kann Defense
2035,73,white,8+8,1418,1571,Queen's Pawn
2036,81,white,15+8,1430,1581,Caro-Kann Defense
2037,36,draw,11+0,1501,1255,French Defense
2038,16,black,11+0,1269,1625,Scandinavian Defense
2039,48,black,8+0,1312,1448,Italian Game
2040,13,white,8+0,1173,1336,Modern Defense
2041,20,white,9+0,1391,1202,Sicilian Defense
2042,9,white,9+0,1443,1291,Van't Kruijs Opening
2043,84,draw,16+0,1433,1315,Italian Game
2044,111,white,60+0,1803,1500,Sicilian Defense
2045,29,white,20+0,1491,1377,Italian Game
2046,121,white,7+5,1483,1213,Caro-Kann Defense
2047,43,white,10+5,1618,1652,Four Knights Game: Italian Variation
2048,40,black,10+10,1500,1652,Hungarian Opening
2049,26,draw,10+10,1652,1120,Indian Game
2050,26,black,5+10,1450,1652,Indian Game
2051,58,black,7+2,1657,1927,Giuoco Piano
2052,50,black,10+5,1565,1659,Pirc Defense #4
2053,14,black,5+5,1670,1881,Ruy Lopez: Steinitz Defense
2054,73,black,7+2,1670,1543,Ruy Lopez: Steinitz Defense
2055,44,black,7+2,1670,1966,Queen's Gambit Accepted: Old Variation
2056,72,black,15+15,1673,1717,Queen's Gambit Declined
2057,60,black,10+0,1723,1642,Owen Defense
2058,78,black,15+0,2144,2001,Queen's Gambit Declined
2059,126,black,2+15,1437,1370,Philidor Defense
2060,41,black,60+5,1806,1786,Queen's Gambit Declined
2061,37,white,10+2,1782,1884,Horwitz Defense
2062,99,white,11+11,1881,1810,French Defense
2063,82,black,5+5,1832,1873,Modern Defense
2064,70,black,15+10,1841,1908,Modern Defense
2065,48,black,10+0,1658,1835,French Defense
2066,125,white,7+2,1756,1835,French Defense
2067,44,black,10+0,1862,1823,Queen's Gambit Accepted: Old Variation
2068,40,black,6+4,1748,1853,Queen's Pawn
2069,100,white,5+5,1782,1864,French Defense
2070,37,white,5+5,2048,1875,French Defense
2071,118,black,12+10,1838,1846,Queen's Pawn
2072,65,white,2+10,1831,2048,Modern Defense
2073,90,black,13+5,1784,1834,Queen's Pawn
2074,153,white,15+0,1817,1911,Queen's Pawn
2075,59,white,8+0,1850,1812,French Defense
2076,25,white,10+0,1845,1189,Modern Defense
2077,61,white,20+8,1478,1295,Philidor Defense
2078,122,black,15+10,1303,1284,Philidor Defense
2079,56,black,15+0,1303,1307,Modern Defense
2080,144,black,20+0,1327,1388,Queen's Pawn
2081,43,white,20+4,1500,1332,Philidor Defense
2082,33,white,10+5,1391,1342,Philidor Defense
2083,69,white,5+5,1338,1322,Queen's Pawn
2084,95,white,25+0,1374,1347,Philidor Defense
2085,47,white,15+1,1336,1337,Queen's Pawn
2086,115,draw,5+5,1437,1333,Philidor Defense
2087,14,black,15+0,1422,1336,Bishop's Opening
2088,46,black,8+0,1478,1319,Philidor Defense
2089,35,white,10+2,1308,1330,Philidor Defense
2090,90,black,12+5,1351,1459,Queen's Pawn
2091,44,black,15+0,1443,1337,Philidor Defense
2092,67,draw,5+8,1579,1331,Bishop's Opening
2093,17,white,8+0,1445,1338,Philidor Defense
2094,79,white,8+0,1426,1347,Queen's Pawn
2095,108,black,8+0,1365,1409,Modern Defense
2096,96,black,8+0,1267,1365,Philidor Defense
2097,61,white,15+0,1347,1374,Philidor Defense
2098,80,white,10+0,1346,1397,Scandinavian Defense: Mieses-Kotroc Variation
2099,104,black,10+7,1408,1374,Horwitz Defense
2100,64,black,8+0,1372,1398,Philidor Defense
2101,40,black,8+0,1382,1388,Philidor Defense
2102,94,black,15+0,1381,1377,Philidor Defense
2103,82,black,40+1,1384,1658,Queen's Pawn
2104,58,white,5+5,1688,1388,Philidor Defense
2105,11,white,45+0,2048,1500,Pirc Defense #4
2106,26,black,30+0,1500,2048,Indian Game
2107,62,black,15+15,1645,1649,Caro-Kann Defense
2108,34,black,15+5,1683,1640,Sicilian Defense
2109,18,draw,15+15,1661,1661,Sicilian Defense
2110,49,white,10+0,1647,1678,Sicilian Defense
2111,61,white,10+0,1799,1684,Sicilian Defense
2112,61,white,10+0,1500,1694,Sicilian Defense
2113,54,black,10+0,1703,1735,English Opening: King's English Variation
2114,41,white,15+0,1722,1773,English Opening: King's English Variation
2115,56,black,15+1,1726,1789,English Opening: King's English Variation
