turns,winner,increment_code,white_rating,black_rating,opening_name
51,white,10+0,1759,1737,Sicilian Defense: Old Sicilian
116,draw,10+0,1832,1752,Modern Defense
126,black,10+0,1616,1826,Sicilian Defense: Bowdler Attack
72,black,10+0,1627,1814,Sicilian Defense: Bowdler Attack
60,black,10+0,1516,1860,Sicilian Defense: Bowdler Attack
104,white,10+0,1816,1872,Sicilian Defense: Bowdler Attack
84,black,10+0,1509,1859,Sicilian Defense: Old Sicilian
142,black,10+0,1522,1865,Sicilian Defense: Bowdler Attack
58,black,5+5,1536,1796,Italian Game
118,black,10+0,1474,1839,Italian Game
24,black,15+0,1327,1450,Italian Game: Anti-Fried Liver Defense
14,black,15+0,1338,1356,King's Pawn Game: Wayward Queen Attack
20,black,15+0,1355,1450,French Defense: Exchange Variation
11,black,15+0,1147,1355,King's Pawn Game: Wayward Queen Attack
12,white,15+0,1341,1421,King's Pawn Game: Wayward Queen Attack
36,white,15+0,1360,1388,King's Pawn Game: Wayward Queen Attack
29,white,15+0,1333,1586,French Defense: Normal Variation
38,black,15+0,1337,1720,King's Pawn Game: Wayward Queen Attack
100,black,15+0,1351,1674,King's Pawn Game: Wayward Queen Attack
63,white,15+0,1524,1358,Four Knights Game: Italian Variation
46,black,15+0,1362,1650,King's Pawn Game: Wayward Queen Attack
35,black,15+0,1378,1447,King's Pawn Game: Wayward Queen Attack
7,white,15+0,1353,1148,King's Pawn Game: Wayward Queen Attack
22,black,15+7,1360,1332,Van't Kruijs Opening
70,black,15+7,1332,1372,King's Pawn Game: Wayward Queen Attack
52,black,15+7,1363,1623,French Defense: Exchange Variation
44,white,20+60,2367,1760,Indian Game
67,black,10+0,1424,1421,Italian Game
42,black,7+7,1385,1740,Owen Defense
112,draw,10+0,2273,2225,Sicilian Defense
69,white,15+0,1330,1403,Sicilian Defense: Bowdler Attack
34,black,15+0,1412,1492,Sicilian Defense
79,white,20+0,1548,1458,Sicilian Defense: Bowdler Attack
49,white,15+0,1458,1459,Ruy Lopez: Steinitz Defense
77,black,30+0,1526,1443,Queen's Pawn Game: Mason Attack
87,white,10+0,1629,1439,Queen's Pawn Game: Chigorin Variation
103,white,10+0,1879,1441,Sicilian Defense: Smith-Morra Gambit #2
39,white,10+0,2003,1413,Queen's Pawn Game: Chigorin Variation
44,white,10+0,1492,1407,Queen's Pawn Game: Chigorin Variation
32,black,15+0,1500,1407,Van't Kruijs Opening
38,black,10+0,1417,1417,Sicilian Defense
32,black,10+0,1422,1706,Owen Defense
71,black,10+0,1864,1398,Sicilian Defense: Smith-Morra Gambit #2
31,white,10+0,1443,1410,Sicilian Defense: Smith-Morra Gambit #2
83,black,10+0,1409,1468,Philidor Defense #2
20,black,30+0,1679,1640,French Defense #2
42,black,10+0,1769,1624,Queen's Pawn Game: Mason Attack
67,white,10+60,1615,1731,Queen's Gambit Accepted: Old Variation
112,black,10+0,1587,1604,French Defense: Knight Variation
49,black,10+0,1520,1595,French Defense: Knight Variation
66,black,10+10,1589,1604,Queen's Pawn Game #2
50,black,15+15,1616,1802,Queen's Gambit Declined
52,black,10+0,1631,1665,Queen's Gambit Refused: Marshall Defense
27,white,5+5,1631,1284,Queen's Gambit Refused: Marshall Defense
32,black,20+1,1743,1616,French Defense: Knight Variation
39,white,20+1,1600,1761,Queen's Gambit Accepted: Old Variation
51,white,10+0,1590,1461,Queen's Pawn
94,black,10+0,1316,1586,French Defense: Knight Variation
135,white,20+15,1555,1454,Queen's Gambit Accepted: Old Variation
55,white,30+2,1555,1576,Queen's Gambit Accepted: Old Variation
69,white,10+0,1812,1575,French Defense: Exchange Variation
31,white,10+0,1306,1409,Queen's Pawn Game: Mason Attack
57,white,10+0,1764,1411,Scotch Game
57,white,10+0,1908,1414,Queen's Pawn Game #2
114,white,10+0,1570,1440,Queen's Gambit Declined
27,white,10+0,1405,1437,Queen's Pawn Game: Chigorin Variation
26,black,10+0,1487,2097,Queen's Pawn Game: Chigorin Variation
4,draw,150+8,1505,1500,Queen's Pawn Game: Chigorin Variation
139,white,10+0,1714,1577,Queen's Gambit Refused: Marshall Defense
118,black,10+6,1077,1299,Van't Kruijs Opening
67,black,180+180,970,1065,French Defense #2
81,white,8+0,1348,1272,Four Knights Game: Italian Variation
76,black,10+0,1319,1343,Queen's Pawn Game: Mason Attack
53,white,10+0,1500,1500,Scotch Game
23,black,5+8,1292,1947,Queen's Gambit Declined
62,black,5+8,1432,1895,Sicilian Defense: Smith-Morra Gambit #2
75,white,5+8,1916,1911,Queen's Pawn Game
17,white,5+8,1925,1698,Scandinavian Defense: Mieses-Kotroc Variation
29,white,5+8,1916,1072,French Defense: Normal Variation
63,white,5+8,1913,1463,Owen Defense
74,black,5+8,1465,1910,Sicilian Defense
54,black,5+8,1941,1605,French Defense: Normal Variation
45,black,10+0,1545,1658,Horwitz Defense
32,white,10+0,1607,1554,Sicilian Defense: Bowdler Attack
61,white,10+0,1425,1589,Sicilian Defense
111,draw,10+0,1783,1595,Queen's Pawn Game: Zukertort Variation
89,white,10+0,1583,1622,Queen's Gambit Refused: Marshall Defense
37,white,10+0,1370,1600,Sicilian Defense
38,white,10+0,1573,1604,Queen's Gambit Declined
19,white,10+0,1596,1502,Queen's Gambit Accepted: Old Variation
33,white,10+0,1500,1605,Sicilian Defense
112,black,10+0,1635,1593,Queen's Pawn Game: Chigorin Variation
12,white,10+0,1625,1603,Queen's Pawn Game: Chigorin Variation
92,black,10+0,1712,1563,Sicilian Defense: Bowdler Attack
57,white,10+0,1540,1579,Queen's Gambit Declined
33,white,10+0,1532,1538,Queen's Gambit Declined
41,white,10+0,1491,1541,Sicilian Defense
63,white,8+0,1588,1632,Queen's Gambit Declined
71,white,5+5,1619,1644,Queen's Pawn Game: Chigorin Variation
88,black,10+0,1751,1744,Indian Game
88,black,10+0,1768,1743,French Defense: Normal Variation
19,white,8+0,1572,1454,Queen's Pawn
44,black,10+0,1606,1571,Queen's Pawn Game: Chigorin Variation
24,black,10+0,1468,1553,Queen's Gambit Declined
39,white,17+0,1154,920,Owen Defense
58,black,20+0,930,1099,French Defense #2
19,white,10+8,1208,936,Modern Defense
7,white,15+0,1470,1001,Sicilian Defense: Bowdler Attack
49,white,15+0,967,1491,Three Knights Opening
23,white,15+0,1490,969,Sicilian Defense
9,white,15+8,1240,982,Sicilian Defense: Bowdler Attack
48,black,30+5,985,1172,Scandinavian Defense
20,white,15+5,1299,991,King's Pawn Game: Wayward Queen Attack
102,black,10+0,1927,1718,French Defense: Knight Variation
57,white,10+0,1706,1700,Queen's Gambit Accepted: Old Variation
41,white,10+0,1906,1702,French Defense: Knight Variation
75,white,10+0,1716,1732,French Defense: Exchange Variation
36,black,10+0,1754,1263,Horwitz Defense
45,white,10+0,2021,1759,French Defense: Exchange Variation
61,white,10+0,1905,1738,French Defense: Exchange Variation
74,white,10+0,1731,1560,Queen's Gambit Refused: Marshall Defense
101,white,10+0,1912,1713,French Defense: Knight Variation
44,black,10+0,1599,1716,Horwitz Defense
37,white,10+0,1757,1728,Queen's Gambit Declined
95,white,10+0,1724,1438,Queen's Gambit Declined
39,white,10+0,1770,1249,Queen's Gambit Accepted: Old Variation
108,black,10+0,1426,1764,French Defense: Knight Variation
24,white,7+3,1387,1546,Italian Game
80,black,7+3,1346,1536,Van't Kruijs Opening
71,white,12+10,1451,1135,Philidor Defense
76,white,25+0,1364,1500,Sicilian Defense: Smith-Morra Gambit #2
137,white,180+180,1337,1662,Van't Kruijs Opening
59,white,180+180,1500,1500,King's Pawn Game: Leonardis Variation
115,draw,10+0,1304,1287,Queen's Pawn Game #2
66,black,10+0,1277,1307,Philidor Defense #3
123,white,10+0,1296,1315,King's Pawn Game: Leonardis Variation
89,white,10+0,1267,1307,Philidor Defense #3
74,black,10+0,1344,1294,Sicilian Defense
64,black,10+0,1235,1296,Van't Kruijs Opening
143,draw,10+0,1500,1429,Philidor Defense
110,black,5+6,1679,1705,Scotch Game
31,white,15+0,1662,1701,Queen's Gambit Declined
80,black,10+0,1711,1759,Modern Defense
7,white,10+0,1858,1718,Sicilian Defense: Old Sicilian
34,black,10+0,1252,1714,Queen's Pawn Game: Chigorin Variation
74,black,10+0,1712,1848,Sicilian Defense: Old Sicilian
55,white,12+0,1640,1346,Four Knights Game: Italian Variation
50,white,13+0,1362,1312,French Defense: Knight Variation
86,black,10+0,1336,1292,Three Knights Opening
31,white,15+0,1423,1357,Queen's Pawn Game #2
61,white,10+0,1330,1278,Philidor Defense #2
90,black,12+0,1351,1332,Three Knights Opening
58,white,12+0,1322,1340,Three Knights Opening
118,black,10+0,2057,2093,Scandinavian Defense: Mieses-Kotroc Variation
70,black,10+0,1839,2085,Scandinavian Defense
76,black,10+0,2054,2066,Scandinavian Defense: Mieses-Kotroc Variation
2,black,15+0,1500,1382,Queen's Pawn Game
26,black,15+0,1172,1500,Queen's Pawn Game: Mason Attack
37,white,60+0,1614,1571,Scotch Game
50,draw,15+15,1580,1958,Giuoco Piano
40,white,15+15,1575,1545,Italian Game
72,black,15+5,1514,1578,Queen's Pawn Game
31,white,10+10,1545,1590,Queen's Pawn Game
40,black,15+5,1555,1256,Italian Game: Anti-Fried Liver Defense
33,white,15+5,1555,1256,Philidor Defense #3
60,white,15+15,1524,1565,Four Knights Game: Italian Variation
30,black,15+10,1567,1518,Giuoco Piano
120,black,20+5,1538,1652,Philidor Defense #3
91,white,10+0,1479,1344,French Defense #2
41,white,10+0,1329,1494,Van't Kruijs Opening
70,black,10+0,1505,1510,Scandinavian Defense: Mieses-Kotroc Variation
51,white,10+0,1519,1495,French Defense #2
58,black,10+0,1376,1462,Three Knights Opening
126,black,10+0,1447,1485,Bishop's Opening
44,black,10+0,1418,1432,Ruy Lopez: Steinitz Defense
31,white,10+0,1434,1357,Bishop's Opening
33,black,10+0,1444,1475,Pirc Defense #4
29,white,10+0,1373,1445,Ruy Lopez: Steinitz Defense
109,white,10+0,1434,1442,Bishop's Opening
38,white,10+0,1480,1462,Giuoco Piano
52,black,10+0,1472,1468,Bishop's Opening
67,white,10+0,1449,1529,Philidor Defense #3
57,white,10+0,1460,1460,Scotch Game
11,white,10+0,1439,1454,Modern Defense
30,black,10+0,1401,1429,Bishop's Opening
23,white,15+0,1500,1451,Scandinavian Defense: Mieses-Kotroc Variation
111,black,5+5,1671,1567,Modern Defense
64,black,10+15,1671,2014,Sicilian Defense
136,black,5+5,1692,1735,Sicilian Defense: Old Sicilian
13,white,5+5,1688,1421,Sicilian Defense
43,white,7+7,1667,1456,Sicilian Defense
50,black,15+8,1470,1698,Sicilian Defense: Bowdler Attack
109,white,5+5,1791,1677,Caro-Kann Defense
143,draw,5+5,1639,1663,Indian Game
27,white,5+5,1790,1657,Giuoco Piano
43,white,8+0,1856,1651,Sicilian Defense
67,white,5+5,1516,1506,Philidor Defense
38,black,5+5,1489,1501,Scandinavian Defense: Mieses-Kotroc Variation
26,black,90+5,1891,1500,Sicilian Defense
72,black,15+0,1829,1707,Modern Defense
93,draw,15+0,1736,1832,French Defense: Knight Variation
62,black,15+0,1847,1712,Indian Game
129,white,15+0,1825,1769,Queen's Pawn
78,black,15+0,1834,1723,Horwitz Defense
112,black,15+0,1650,1800,French Defense: Knight Variation
33,white,30+0,1678,1785,French Defense: Exchange Variation
52,black,10+0,1827,1829,Queen's Gambit Accepted: Old Variation
89,white,10+0,2177,2024,Three Knights Opening
116,black,10+0,1984,1990,Indian Game
126,black,5+5,2173,1979,Queen's Pawn Game: Chigorin Variation
74,black,10+0,1889,1837,Sicilian Defense: Smith-Morra Gambit #2
150,black,15+0,1500,1402,French Defense #2
68,black,10+5,1366,1500,Horwitz Defense
41,white,7+2,1585,1295,Queen's Gambit Declined
35,white,20+5,1638,1303,Queen's Pawn Game: Chigorin Variation
57,white,10+0,1432,1298,Van't Kruijs Opening
24,black,10+0,1300,1912,Queen's Pawn Game: Chigorin Variation
55,white,5+8,2012,2074,Four Knights Game: Italian Variation
118,black,20+0,2017,2232,Sicilian Defense
27,white,30+30,1681,1500,Philidor Defense #3
75,white,15+0,1723,1500,Pirc Defense #4
100,black,20+3,1500,1723,Sicilian Defense: Smith-Morra Gambit #2
81,white,20+3,1723,1500,French Defense: Knight Variation
63,white,20+3,1723,1500,Owen Defense
15,white,5+5,1485,1557,Sicilian Defense
37,white,60+10,1635,1432,French Defense: Normal Variation
91,white,9+6,1542,1500,Scandinavian Defense: Mieses-Kotroc Variation
29,white,10+0,1293,1234,Queen's Pawn Game: Chigorin Variation
27,white,20+0,1543,1500,Owen Defense
86,black,10+0,1370,1327,Philidor Defense #2
33,white,5+5,1500,1267,Italian Game
57,white,10+10,1460,1277,King's Pawn Game: Leonardis Variation
62,black,5+8,1303,1319,Sicilian Defense
37,white,15+0,1842,2013,Sicilian Defense: Old Sicilian
80,black,15+0,1688,1995,Sicilian Defense: Old Sicilian
58,black,10+0,2011,1828,Scotch Game
47,white,10+0,1977,1564,Scotch Game
58,black,15+0,1775,1946,Queen's Pawn Game: Mason Attack
39,white,15+0,1939,1781,Scotch Game
104,draw,15+0,1542,1954,Sicilian Defense: Old Sicilian
37,white,15+0,1952,1507,Modern Defense
109,black,10+0,1728,1933,Queen's Pawn Game: Chigorin Variation
42,black,10+0,1663,1924,Sicilian Defense: Old Sicilian
76,black,15+0,1515,1855,Van't Kruijs Opening
79,white,15+0,1852,1518,French Defense: Normal Variation
69,white,10+0,1973,1808,English Opening: King's English Variation
30,black,10+0,1431,1800,Hungarian Opening
103,white,10+0,1384,1821,Hungarian Opening
32,black,8+0,1732,1839,Ruy Lopez: Steinitz Defense
66,black,11+0,1591,1834,King's Pawn Game: Wayward Queen Attack
118,black,11+0,1620,1838,Philidor Defense #2
52,black,11+0,1607,1813,Italian Game: Anti-Fried Liver Defense
54,black,11+0,1359,1806,Hungarian Opening
150,black,11+0,1513,1802,Queen's Pawn Game: Chigorin Variation
63,white,8+0,1796,1388,Bishop's Opening
91,white,8+0,1788,1665,Sicilian Defense: Bowdler Attack
55,white,10+0,1517,1772,Italian Game: Anti-Fried Liver Defense
81,white,10+0,2150,1774,Philidor Defense #3
66,black,10+0,1754,1746,French Defense: Normal Variation
77,white,10+0,1737,1674,Italian Game
68,black,10+0,1750,1660,Italian Game
83,white,10+0,1688,1745,King's Pawn Game: Leonardis Variation
38,black,15+30,1621,1855,Giuoco Piano
3,white,10+0,1102,1069,Scandinavian Defense
49,white,15+8,1500,1500,Pirc Defense #4
87,white,11+8,1200,1200,Queen's Pawn Game #2
31,white,5+5,1424,1280,Hungarian Opening
22,black,5+5,1500,1415,French Defense #2
73,white,5+15,1724,1500,Scotch Game
7,white,5+8,1286,1225,Van't Kruijs Opening
42,black,8+0,1797,2199,Van't Kruijs Opening
64,black,8+0,1799,2196,Van't Kruijs Opening
56,black,8+0,1750,2195,Sicilian Defense
57,white,10+0,2191,1884,Sicilian Defense
65,white,10+0,2184,1891,Sicilian Defense
126,black,10+0,1718,1941,Indian Game
65,white,5+10,1865,1953,Indian Game
113,draw,5+10,1956,1862,Queen's Gambit Declined
37,white,10+5,1719,1341,Sicilian Defense
29,white,5+5,1667,1361,Sicilian Defense: Smith-Morra Gambit #2
98,black,20+20,1349,1653,French Defense: Knight Variation
70,black,5+8,1065,1344,Caro-Kann Defense
104,black,5+8,1325,1617,Queen's Gambit Declined
65,white,3+8,1829,1324,Caro-Kann Defense
51,white,5+6,1676,1325,Caro-Kann Defense
99,white,5+6,1301,1697,Queen's Gambit Refused: Marshall Defense
52,black,10+15,1204,1083,Van't Kruijs Opening
23,black,15+0,1387,1390,King's Pawn Game: Leonardis Variation
35,white,7+8,1428,1411,King's Pawn Game: Leonardis Variation
93,white,7+8,1398,1445,Philidor Defense #3
22,black,15+10,1410,1337,Three Knights Opening
64,black,15+10,1421,1429,Scandinavian Defense: Mieses-Kotroc Variation
130,black,9+0,1435,1383,Scandinavian Defense: Mieses-Kotroc Variation
148,black,15+10,1312,1422,Scotch Game
77,white,15+10,1412,1321,Italian Game
66,black,15+10,1331,1401,Scotch Game
51,white,10+5,1390,1386,Scandinavian Defense: Mieses-Kotroc Variation
130,black,10+2,1401,1430,Sicilian Defense: Smith-Morra Gambit #2
48,black,10+2,1381,1377,Scotch Game
23,white,15+10,1269,1205,Scandinavian Defense: Mieses-Kotroc Variation
60,black,15+10,1274,1570,Philidor Defense #2
71,white,18+19,1850,1285,Giuoco Piano
46,black,11+11,1289,1825,Queen's Pawn Game: Zukertort Variation
33,white,10+12,1250,1439,Queen's Pawn Game: Chigorin Variation
117,white,9+0,1230,1297,Queen's Pawn Game: Chigorin Variation
115,white,15+5,1365,1301,Horwitz Defense
52,black,30+0,1301,1571,Sicilian Defense
49,white,30+0,1301,1571,Sicilian Defense: Bowdler Attack
81,white,30+0,1571,1301,Bishop's Opening
48,black,30+0,1500,1455,Van't Kruijs Opening
57,white,5+5,1791,1500,Queen's Gambit Accepted: Old Variation
31,black,5+5,1500,1791,Sicilian Defense
33,white,5+5,1791,1500,Queen's Gambit Refused: Marshall Defense
64,black,10+0,1629,2195,French Defense #2
94,black,10+0,1795,2215,French Defense: Knight Variation
76,black,10+0,1555,2197,Queen's Pawn Game: Chigorin Variation
56,black,10+0,1787,2194,French Defense: Knight Variation
50,black,10+0,1467,2194,Van't Kruijs Opening
72,black,10+0,1897,2183,Scandinavian Defense: Mieses-Kotroc Variation
43,white,10+0,1718,2210,Queen's Pawn Game: Chigorin Variation
7,white,10+0,2222,1382,Scandinavian Defense: Mieses-Kotroc Variation
34,white,10+0,1954,2249,French Defense: Knight Variation
66,black,10+0,2063,2271,Scandinavian Defense
74,black,10+0,1915,2258,French Defense: Exchange Variation
49,white,10+0,2229,2134,English Opening: King's English Variation
40,black,10+0,1622,2212,Indian Game
2,white,20+10,1049,1275,Van't Kruijs Opening
49,white,10+0,1527,1341,Sicilian Defense: Smith-Morra Gambit #2
45,white,5+60,2177,1686,Queen's Gambit Declined
71,white,0+12,1516,1508,Ruy Lopez: Steinitz Defense
94,draw,0+12,1500,1516,Queen's Gambit Declined
63,white,10+0,1535,1528,Four Knights Game: Italian Variation
58,black,5+8,1360,1522,King's Pawn Game: Leonardis Variation
72,black,5+8,1542,1213,Philidor Defense #2
34,white,5+5,1373,1518,Sicilian Defense
40,black,6+7,1397,1363,King's Pawn Game: Wayward Queen Attack
104,black,5+8,1328,1393,Van't Kruijs Opening
141,white,5+8,1385,1274,King's Pawn Game: Wayward Queen Attack
40,black,5+8,1397,1368,King's Pawn Game: Wayward Queen Attack
85,white,5+8,1628,1402,Bishop's Opening
57,white,5+8,1401,1626,Sicilian Defense
57,black,5+8,1411,1422,Sicilian Defense
58,black,5+8,1422,1500,Sicilian Defense
98,black,5+8,1446,1489,King's Pawn Game: Wayward Queen Attack
99,white,5+8,1429,1467,Scandinavian Defense: Mieses-Kotroc Variation
57,white,5+8,1417,1446,King's Pawn Game: Wayward Queen Attack
2,black,5+8,1430,1366,French Defense #2
159,draw,5+10,1455,1510,King's Pawn Game: Wayward Queen Attack
165,white,10+0,2104,1818,Queen's Pawn Game: Mason Attack
76,black,10+10,1382,1552,Philidor Defense
59,white,10+0,1270,1408,King's Pawn Game: Leonardis Variation
55,black,10+0,1062,923,Queen's Pawn Game #2
33,white,10+4,1369,1074,Owen Defense
67,white,20+60,1698,994,Queen's Pawn Game: Chigorin Variation
60,white,30+0,971,1046,King's Pawn Game: Wayward Queen Attack
54,black,5+5,1159,911,Queen's Pawn Game: Chigorin Variation
46,black,15+0,1619,1483,Queen's Pawn Game: Mason Attack
68,black,5+8,1257,991,Queen's Pawn Game #2
35,white,15+0,1794,1784,Queen's Gambit Refused: Marshall Defense
82,black,15+0,1803,1859,Queen's Gambit Declined
70,black,15+0,1784,1784,Indian Game
61,white,15+0,1773,1785,Queen's Gambit Accepted: Old Variation
122,black,15+0,1807,1769,Sicilian Defense
94,black,15+0,1777,1853,Horwitz Defense
123,white,15+0,1765,1841,Queen's Gambit Accepted: Old Variation
115,white,15+0,1773,1751,French Defense: Normal Variation
69,white,15+0,1729,1706,Queen's Gambit Accepted: Old Variation
49,white,15+0,1699,1803,Queen's Gambit Refused: Marshall Defense
79,black,15+0,1758,1718,Horwitz Defense
12,white,10+0,1418,1302,Three Knights Opening
95,white,10+0,1397,1643,Sicilian Defense: Old Sicilian
31,white,10+0,2029,1389,Sicilian Defense: Old Sicilian
101,white,10+0,1399,1386,Philidor Defense #2
70,black,30+0,1766,1386,Modern Defense
54,black,10+0,1345,1363,Queen's Pawn Game
64,black,15+0,1239,1372,Sicilian Defense
64,black,30+0,1397,1766,King's Pawn Game: Leonardis Variation
31,white,30+0,1766,1397,Indian Game
49,white,30+0,1397,1766,King's Pawn Game: Leonardis Variation
39,white,10+0,1382,1406,English Opening: King's English Variation
15,white,10+0,1663,1391,Sicilian Defense
59,white,10+0,1480,1508,Horwitz Defense
76,black,10+0,1489,1580,Owen Defense
119,white,10+0,1527,1501,Sicilian Defense: Bowdler Attack
42,white,10+0,1832,1520,Sicilian Defense
43,white,10+0,1846,1524,Queen's Gambit Declined
26,black,10+0,1530,1843,Queen's Gambit Declined
64,black,10+0,1511,1599,Van't Kruijs Opening
36,white,10+0,1772,1520,Sicilian Defense: Bowdler Attack
65,white,7+10,1813,1999,Scandinavian Defense
132,black,7+15,1916,1996,Scandinavian Defense
120,black,7+15,1900,2010,Van't Kruijs Opening
24,black,7+15,1901,2024,Scandinavian Defense
2,black,15+5,1401,1612,Pirc Defense #4
135,white,10+0,1706,1405,Sicilian Defense: Bowdler Attack
72,black,90+0,1418,1421,French Defense: Normal Variation
53,white,90+0,1408,1432,Van't Kruijs Opening
29,white,25+10,1420,1591,Scotch Game
69,white,8+8,1783,1450,Sicilian Defense
120,black,20+0,1629,1410,Sicilian Defense
62,black,1+25,1450,1392,Queen's Pawn
52,black,5+8,1533,1435,Giuoco Piano
95,black,5+20,1450,1532,Horwitz Defense
58,black,10+0,1480,1533,Modern Defense
73,white,60+0,1485,1474,Queen's Pawn Game: Mason Attack
63,white,8+0,1485,1490,Horwitz Defense
16,black,15+0,1479,1573,Modern Defense
76,black,10+0,1478,1461,Queen's Pawn Game: Mason Attack
58,black,17+0,1488,1490,Queen's Pawn Game: Mason Attack
56,white,30+8,1477,1483,Four Knights Game: Italian Variation
58,black,11+8,1492,1553,Indian Game
21,white,5+15,1500,1482,Sicilian Defense: Bowdler Attack
128,draw,6+6,1469,1524,Queen's Pawn Game: Mason Attack
20,draw,6+5,1376,1472,Four Knights Game: Italian Variation
67,white,10+0,1499,1493,Sicilian Defense
49,white,8+0,1482,1483,Queen's Pawn Game: Mason Attack
52,white,10+0,1468,1592,Queen's Pawn Game: Mason Attack
79,white,16+8,1457,1446,Queen's Pawn Game: Mason Attack
45,white,15+8,1449,1377,Horwitz Defense
70,black,6+6,1458,1521,Horwitz Defense
62,black,15+15,1256,1395,Sicilian Defense
97,white,15+15,1470,1397,Sicilian Defense: Bowdler Attack
16,black,15+15,1393,1539,Italian Game: Anti-Fried Liver Defense
63,white,15+15,1470,1409,Sicilian Defense
63,white,15+15,1445,1426,Indian Game
72,draw,15+15,1359,1440,Sicilian Defense: Smith-Morra Gambit #2
79,black,15+15,1269,1421,Sicilian Defense
62,black,15+15,1417,1417,Sicilian Defense
94,draw,15+15,1404,1418,Sicilian Defense: Bowdler Attack
56,draw,15+8,1401,1296,Sicilian Defense: Bowdler Attack
79,white,15+15,1541,1422,Sicilian Defense: Old Sicilian
42,black,15+15,1498,1391,Van't Kruijs Opening
46,black,10+15,1417,1386,Sicilian Defense: Bowdler Attack
39,white,15+15,1405,1403,English Opening: King's English Variation
84,black,15+15,1319,1395,Sicilian Defense
56,black,15+15,1434,1383,Indian Game
32,black,15+15,1421,1371,Hungarian Opening
26,black,15+15,1054,1373,Hungarian Opening
103,white,10+10,1943,1839,Philidor Defense
80,black,15+0,1849,1968,French Defense: Knight Variation
51,white,15+0,1960,1857,Philidor Defense #3
97,white,10+8,1909,1887,Philidor Defense
159,white,8+0,1954,1902,Philidor Defense
146,black,8+10,1950,1876,Philidor Defense #3
98,black,15+2,1891,1912,Sicilian Defense: Old Sicilian
41,white,15+0,2152,1895,Philidor Defense #3
58,black,12+12,1943,1882,Philidor Defense #3
16,black,20+5,1993,1868,Philidor Defense
35,white,10+10,2177,1858,Philidor Defense
65,white,10+5,2054,1876,Philidor Defense #3
23,white,5+8,1906,1869,Philidor Defense #2
41,white,5+5,1937,1870,Queen's Pawn
31,white,20+0,1276,1486,Queen's Pawn Game #2
41,white,10+0,1743,1504,Queen's Gambit Accepted: Old Variation
90,black,10+2,1504,1685,Three Knights Opening
55,white,10+2,1685,1504,Scandinavian Defense: Mieses-Kotroc Variation
3,white,8+10,1639,1504,Queen's Pawn Game: Zukertort Variation
66,black,5+6,1739,1713,Four Knights Game: Italian Variation
39,black,5+5,1413,1430,Scandinavian Defense
27,white,10+0,1806,1413,Queen's Pawn
85,white,11+0,1388,1413,Queen's Pawn
24,black,8+4,1413,1425,Sicilian Defense: Smith-Morra Gambit #2
16,black,7+5,1413,1336,Scotch Game
29,black,8+8,1413,1820,Caro-Kann Defense
50,white,15+0,1852,1413,Queen's Pawn
51,white,6+3,1861,1413,Queen's Pawn
119,draw,12+12,1421,1413,Pirc Defense #4
68,black,12+12,1423,1432,Philidor Defense
49,black,12+12,1424,1441,Philidor Defense
68,draw,12+10,1428,1527,French Defense: Knight Variation
39,black,12+10,1439,1426,Scotch Game
44,black,13+12,1587,1423,Philidor Defense #2
50,black,13+12,1390,1413,Pirc Defense #4
47,white,13+12,1470,1395,Philidor Defense
55,black,13+12,1406,1391,Caro-Kann Defense
73,white,13+12,1411,1303,French Defense: Normal Variation
105,black,13+12,1387,1401,Pirc Defense #4
77,black,13+12,1418,1574,Philidor Defense
48,black,15+15,1429,1432,Modern Defense
49,white,15+15,1492,1438,Queen's Pawn
35,black,15+15,1447,1499,Scotch Game
119,white,15+15,1436,1472,Scotch Game
8,draw,15+15,1518,1431,Pirc Defense #4
141,white,15+15,1352,1444,Pirc Defense #4
70,black,15+0,1710,1911,Scandinavian Defense
30,black,7+5,1733,1875,Four Knights Game: Italian Variation
58,black,20+10,1791,1851,Philidor Defense #2
76,white,10+5,1774,1772,Caro-Kann Defense
85,white,9+3,1329,1876,Queen's Pawn Game: Mason Attack
3,draw,7+6,1880,1886,Bishop's Opening
64,black,25+0,1541,1817,Sicilian Defense: Bowdler Attack
48,black,5+8,1500,1500,Pirc Defense #4
27,white,8+8,1329,1061,Philidor Defense #2
115,white,10+8,1392,1500,King's Pawn Game: Leonardis Variation
91,white,8+0,1404,1013,Sicilian Defense
81,white,15+0,1619,1017,Four Knights Game: Italian Variation
37,white,15+0,1617,1022,Sicilian Defense
76,white,30+8,1173,1022,Sicilian Defense
92,black,8+5,1240,1507,Modern Defense
43,white,9+6,1504,1139,Hungarian Opening
80,black,9+6,1148,1500,Van't Kruijs Opening
73,white,13+0,1513,1156,Hungarian Opening
59,white,12+0,1507,1248,Hungarian Opening
53,white,8+8,1502,1227,Hungarian Opening
23,white,10+0,1498,1147,Hungarian Opening
44,black,30+8,1248,1492,Modern Defense
49,white,30+0,1485,1298,Hungarian Opening
63,white,30+8,1500,1329,French Defense: Knight Variation
48,black,10+0,1382,1644,Van't Kruijs Opening
71,black,15+0,1642,1847,Owen Defense
89,white,30+0,1855,1675,King's Pawn Game: Wayward Queen Attack
24,white,20+0,1921,1685,Queen's Gambit Refused: Marshall Defense
60,white,20+0,1886,1688,Four Knights Game: Italian Variation
56,black,14+8,1707,2021,Philidor Defense
25,white,10+5,2037,1677,Four Knights Game: Italian Variation
71,black,180+0,1896,1644,Scotch Game
52,white,15+1,1860,1657,Queen's Gambit Refused: Marshall Defense
